2;1.0
3;1.0
4;1.0
5;1.0
6;1.0
7;1.0
8;1.0
9;0.998
10;0.999
11;0.998
12;1.0
13;0.996
14;0.997
15;0.996
16;0.999
17;0.997
18;0.996
19;0.995
20;0.997
21;0.992
22;0.988
23;0.993
24;0.996
25;0.991
26;0.995
