1.0;0.967;1.0;0.967;0.967;1.0;1.0;1.0;1.0;0.967;1.0;1.0;0.967;0.967;1.0;1.0;1.0;1.0;0.933;1.0;1.0;0.967;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;0.967;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;0.967
1.0;1.0;1.0;0.967;0.9;1.0;1.0;1.0;0.933;0.9;0.967;1.0;1.0;0.867;0.967;0.967;1.0;0.967;1.0;1.0;0.9;0.967;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0
0.933;1.0;1.0;0.967;1.0;0.933;0.9;1.0;0.967;0.933;1.0;0.967;0.967;0.933;1.0;1.0;1.0;1.0;0.967;0.9;0.933;1.0;1.0;0.967;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;0.967;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;1.0;0.9;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;0.967;1.0;1.0;1.0;0.967;0.9;1.0;0.933;0.967;0.967;1.0;0.967;0.967;0.967;1.0;0.967;1.0;0.967;1.0;1.0;0.967;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0
0.967;1.0;1.0;0.967;1.0;1.0;1.0;0.967;0.967;0.967;0.967;0.967;0.967;1.0;0.967;0.933;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;0.967;0.967;0.967;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;0.967;0.967;1.0;1.0;0.967;0.933;1.0;1.0;1.0;0.933;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;0.967;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;0.967;1.0;1.0;1.0;0.933;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0
1.0;0.933;0.967;0.933;1.0;1.0;0.933;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0
0.967;0.967;0.967;0.967;1.0;1.0;0.967;0.967;1.0;1.0;0.9;0.967;1.0;1.0;1.0;1.0;0.967;1.0;1.0;0.967;1.0;1.0;1.0;0.933;0.967;1.0;1.0;1.0;0.933;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;0.967;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;0.967;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;1.0;1.0;0.967;1.0;0.967;1.0;0.967;1.0;0.967;1.0;1.0;0.967;1.0;1.0;1.0;1.0;0.967;0.9;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;0.967;0.967;1.0
1.0;0.967;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;0.967;0.967;1.0;0.967;0.967;1.0;0.967;0.967;0.967;1.0;1.0;1.0;0.933;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0
0.967;1.0;1.0;0.967;1.0;1.0;1.0;0.967;1.0;0.967;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;0.933;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;1.0;1.0;0.967;0.967;1.0;1.0;1.0;1.0;1.0;0.967;1.0;0.933;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;0.967;1.0;1.0;1.0;1.0;0.967;1.0
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;0.967;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;1.0;0.933;1.0;1.0;0.967;0.967;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;0.967;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;1.0;0.967;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.933;0.967;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;0.967;1.0;1.0;0.967;1.0;1.0;1.0
0.967;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;0.967;1.0;1.0;1.0;1.0;0.933;0.967;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;0.967;1.0;1.0;0.967;1.0;1.0;0.967;1.0;1.0;1.0;1.0;0.933;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;0.967;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967
1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;0.967;0.9;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0
1.0;1.0;1.0;0.967;0.9;1.0;1.0;1.0;1.0;1.0;1.0;0.967;0.967;0.967;1.0;0.933;1.0;1.0;1.0;0.967;0.967;1.0;1.0;1.0;1.0;1.0;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1.0;1.0;0.967;0.967;1.0;0.967;0.967;1.0;1.0;1.0;0.967;1.0;1.0;0.967;1.0;0.967;1.0;1.0;1.0;0.967;0.967;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
